"movie_name";"daily_gross";"gross_to_date";"gross_per_theater";"date"
"Erin Brockovich";52380;124505700;180;2000-06-30
"The Nutty Professor II: The Klumps";4636065;47154895;1430;2000-07-31
"What Lies Beneath";3051851;72404484;1080;2000-07-31
"X-Men";1702033;124639241;548;2000-07-31
"Scary Movie";1110408;133252513;341;2000-07-31
"The Perfect Storm";906607;158960538;293;2000-07-31
"Disney's The Kid";834040;52891203;358;2000-07-31
"Pokemon: The Movie 2000";825752;33882997;300;2000-07-31
"Thomas and the Magic Railroad";603728;7167821;287;2000-07-31
"The Patriot";530654;101745737;228;2000-07-31
"Loser";484176;12528403;240;2000-07-31
"Me, Myself and Irene";192879;86266693;124;2000-07-31
"Gladiator";116874;180082543;180;2000-07-31
"Gone in 60 Seconds";102604;95117024;128;2000-07-31
"Big Momma's House";95645;113131098;104;2000-07-31
"Mission: Impossible II";92976;211366818;113;2000-07-31
"The Adventures of Rocky & Bullwinkle";91005;23507390;140;2000-07-31
"Road Trip";72453;67481744;136;2000-07-31
"U-571";27265;76698445;95;2000-07-31
"The Flintstones in Viva Rock Vegas";22770;34939595;90;2000-07-31
"Erin Brockovich";12325;125453480;85;2000-07-31
"Small Time Crooks";5408;17013801;67;2000-07-31
"Bring It On";1023415;22479145;430;2000-08-31
"Space Cowboys";553709;65894454;198;2000-08-31
"What Lies Beneath";467254;132831080;182;2000-08-31
"The Original Kings of Comedy";431507;22987876;493;2000-08-31
"The Replacements";373630;32403140;138;2000-08-31
"The Nutty Professor II: The Klumps";279730;111149610;110;2000-08-31
"Hollow Man";250638;67684741;101;2000-08-31
"X-Men";148373;151866624;126;2000-08-31
"The Perfect Storm";136412;176139175;113;2000-08-31
"Godzilla 2000";131392;8207445;62;2000-08-31
"Scary Movie";72200;148793346;48;2000-08-31
"Disney's The Kid";67367;66048889;73;2000-08-31
"Gladiator";57301;182965844;113;2000-08-31
"Big Momma's House";27137;115794963;63;2000-08-31
"The Adventures of Rocky & Bullwinkle";18250;25421295;50;2000-08-31
"Gone in 60 Seconds";12679;96984356;104;2000-08-31
"Road Trip";6658;68466404;49;2000-08-31
"Remember the Titans";9221000;15590000;4944;2000-09-30
"Bring It On";1442605;58981425;585;2000-09-30
"The Watcher";1041215;25429975;395;2000-09-30
"Nurse Betty";996000;20521865;669;2000-09-30
"What Lies Beneath";809480;150250129;484;2000-09-30
"The Nutty Professor II: The Klumps";330925;120660840;305;2000-09-30
"Gone in 60 Seconds";171317;99998463;394;2000-09-30
"X-Men";165117;155620502;325;2000-09-30
"Gladiator";127413;186017778;313;2000-09-30
"Big Momma's House";68979;117148155;280;2000-09-30
"The Adventures of Rocky & Bullwinkle";21115;25986530;165;2000-09-30
"Meet the Parents";992625;101853915;375;2000-10-31
"Remember the Titans";560467;88738685;200;2000-10-31
"The Contender";224627;14376318;137;2000-10-31
"Bring It On";21310;66707305;25;2000-10-31
"What Lies Beneath";19703;153951258;53;2000-10-31
"The Nutty Professor II: The Klumps";12180;122411445;35;2000-10-31
"X-Men";9485;156908965;48;2000-10-31
"Loving Jezebel";5002;53147;68;2000-10-31
"The Watcher";4750;28937185;30;2000-10-31
"How the Grinch Stole Christmas";1817720;144899460;580;2000-11-30
"Unbreakable";1305810;51905273;482;2000-11-30
"102 Dalmatians";477276;28308317;177;2000-11-30
"Charlie's Angels";413468;110401935;146;2000-11-30
"The 6th Day";344248;26551624;137;2000-11-30
"Rugrats in Paris: The Movie";332455;49058657;113;2000-11-30
"Meet the Parents";258995;149375560;120;2000-11-30
"The Legend of Bagger Vance";107498;28711847;57;2000-11-30
"What Lies Beneath";14780;154865504;37;2000-11-30
"Bring It On";11025;67777750;40;2000-11-30
"The Contender";6372;17527070;63;2000-11-30
"The Nutty Professor II: The Klumps";4260;123128875;30;2000-11-30
"Cast Away";8532000;100628594;2913;2000-12-31
"What Women Want";4955561;110187561;1627;2000-12-31
"Miss Congeniality";3665000;41784573;1374;2000-12-31
"The Family Man";3010330;39170330;1257;2000-12-31
"The Emperor's New Groove";2814336;47465336;975;2000-12-31
"How the Grinch Stole Christmas";1770160;251628905;560;2000-12-31
"Vertical Limit";1400304;49835304;570;2000-12-31
"Crouching Tiger, Hidden Dragon";864387;12187815;5336;2000-12-31
"102 Dalmatians";689000;57556788;437;2000-12-31
"Proof of Life";602000;28191240;292;2000-12-31
"Rugrats in Paris: The Movie";559000;70565715;320;2000-12-31
"Unbreakable";358000;89525340;274;2000-12-31
"Meet the Parents";156475;161146255;275;2000-12-31
"Charlie's Angels";71327;122693797;118;2000-12-31
"The Contender";7746;17793086;68;2000-12-31
"An Everlasting Piece";6928;43500;866;2000-12-31
"Bring It On";6840;68337590;90;2000-12-31
"What Lies Beneath";6726;155359812;87;2000-12-31
"The Legend of Bagger Vance";5382;30688488;100;2000-12-31
"The Nutty Professor II: The Klumps";1840;123305415;80;2000-12-31
"The Wedding Planner";808584;16281849;290;2001-01-31
"Traffic";529030;57903120;335;2001-01-31
"Crouching Tiger, Hidden Dragon";405651;45750555;467;2001-01-31
"Miss Congeniality";282094;94158784;117;2001-01-31
"The Family Man";110670;72243415;70;2001-01-31
"Meet the Parents";30195;164064275;80;2001-01-31
"How the Grinch Stole Christmas";9850;259520150;25;2001-01-31
"The Legend of Bagger Vance";3241;30915839;52;2001-01-31
"The Contender";1190;17871407;397;2001-01-31
"What Lies Beneath";875;155463516;40;2001-01-31
"Crouching Tiger, Hidden Dragon";409121;83309308;234;2001-02-28
"Recess: School's Out";216986;23393383;83;2001-02-28
"The Wedding Planner";197520;52854026;96;2001-02-28
"The Family Man";20055;74655910;60;2001-02-28
"Meet the Parents";13150;165538905;60;2001-02-28
"Head Over Heels";11105;10294510;40;2001-02-28
"How the Grinch Stole Christmas";2580;260041350;15;2001-02-28
"Gladiator";2510;186726065;179;2001-02-28
"Crouching Tiger, Hidden Dragon";2187004;112325423;1147;2001-03-31
"The Mexican";1152846;61565720;563;2001-03-31
"Gladiator";211448;187222516;366;2001-03-31
"Recess: School's Out";125175;35364462;160;2001-03-31
"The Family Man";31920;75748125;240;2001-03-31
"The Caveman's Valentine";18809;590240;723;2001-03-31
"Driven";912615;13087119;314;2001-04-30
"Bridget Jones's Diary";571572;36835122;226;2001-04-30
"Along Came a Spider";369258;55058407;144;2001-04-30
"Blow";345797;40812885;202;2001-04-30
"Spy Kids";262731;93939805;85;2001-04-30
"The Forsaken";242840;3262999;160;2001-04-30
"Crocodile Dundee in Los Angeles";242102;14149389;114;2001-04-30
"Town & Country";225380;3255238;101;2001-04-30
"One Night at McCool's";212853;2732894;117;2001-04-30
"Freddy Got Fingered";200309;11512689;88;2001-04-30
"Joe Dirt";138700;22873554;56;2001-04-30
"Kingdom Come";119252;19034576;124;2001-04-30
"Memento";111076;7175318;341;2001-04-30
"Crouching Tiger, Hidden Dragon";65000;123972354;95;2001-04-30
"Josie and the Pussycats";43425;13194345;25;2001-04-30
"The Mexican";11420;65742235;48;2001-04-30
"Beautiful Creatures";1007;50651;144;2001-04-30
"Gladiator";324;187703791;54;2001-04-30
"The Caveman's Valentine";289;675653;18;2001-04-30
"Pearl Harbor";4215189;89245163;1312;2001-05-31
"Shrek";2861558;120188552;790;2001-05-31
"The Mummy Returns";872050;173427505;245;2001-05-31
"A Knight's Tale";554041;46005653;187;2001-05-31
"Angel Eyes";403040;19826694;167;2001-05-31
"Bridget Jones's Diary";312723;63343982;180;2001-05-31
"Along Came a Spider";144018;71078537;102;2001-05-31
"Memento";138506;14960995;261;2001-05-31
"Driven";113245;31418148;74;2001-05-31
"Blow";92220;51871793;126;2001-05-31
"Moulin Rouge!";31589;676607;15795;2001-05-31
"Kingdom Come";21206;22636617;73;2001-05-31
"The Mexican";12394;66845033;84;2001-05-31
"The Caveman's Valentine";144;686189;29;2001-05-31
"A.I. Artificial Intelligence";10948000;20763000;3377;2001-06-30
"The Fast and the Furious";7352095;71715980;2700;2001-06-30
"Shrek";3059968;225556336;1132;2001-06-30
"Pearl Harbor";1977000;178277658;858;2001-06-30
"Moulin Rouge!";1015938;47275657;799;2001-06-30
"Evolution";544356;34980313;396;2001-06-30
"The Mummy Returns";475190;197710305;480;2001-06-30
"Kingdom Come";21125;23045860;346;2001-06-30
"Planet of the Apes (2001)";7503773;84256039;2144;2001-07-31
"Jurassic Park III";2701225;130139155;785;2001-07-31
"America's Sweethearts";2107100;63035088;700;2001-07-31
"The Score";860829;50767003;389;2001-07-31
"The Fast and the Furious";632025;133698620;265;2001-07-31
"Shrek";354360;256165068;246;2001-07-31
"Final Fantasy: The Spirits Within";251052;30767867;124;2001-07-31
"Moulin Rouge!";74575;54169490;209;2001-07-31
"Evolution";50012;37664704;140;2001-07-31
"The Mummy Returns";21250;200986345;85;2001-07-31
"American Pie 2";2413350;116330395;775;2001-08-31
"Captain Corelli's Mandolin";814060;16534390;505;2001-08-31
"The Curse of the Jade Scorpion";433297;3765439;477;2001-08-31
"Jurassic Park III";400050;173911850;350;2001-08-31
"Shrek";184491;261934958;166;2001-08-31
"The Fast and the Furious";125080;141551935;295;2001-08-31
"Moulin Rouge!";49137;55911250;319;2001-08-31
"The Mummy Returns";17765;201608860;85;2001-08-31
"The Musketeer";460980;25534375;195;2001-09-30
"American Pie 2";354235;142052749;220;2001-09-30
"Glitter";251394;3865759;205;2001-09-30
"Shrek";148369;265448253;199;2001-09-30
"Jurassic Park III";120150;179411620;225;2001-09-30
"The Fast and the Furious";67220;143788135;200;2001-09-30
"Captain Corelli's Mandolin";64155;25261240;105;2001-09-30
"The Curse of the Jade Scorpion";16189;7393546;107;2001-09-30
"The Mummy Returns";11155;202007640;115;2001-09-30
"Moulin Rouge!";9792;56578627;169;2001-09-30
"K-PAX";978285;20416935;385;2001-10-31
"The Last Castle";318415;13894176;140;2001-10-31
"Mulholland Drive";59675;3116528;250;2001-10-31
"Shrek";20322;267035511;61;2001-10-31
"Jurassic Park III";9675;180485330;45;2001-10-31
"American Pie 2";7525;144248639;35;2001-10-31
"The Fast and the Furious";4695;144527815;50;2001-10-31
"Moulin Rouge!";1124;56709421;102;2001-10-31
"Behind Enemy Lines";6532523;6532523;2358;2001-11-30
"Harry Potter and the Sorcerer's Stone";6082000;202109962;1656;2001-11-30
"Spy Game";3504050;39182815;1265;2001-11-30
"Monsters, Inc.";2256395;197176459;666;2001-11-30
"Black Knight";1643516;18904830;649;2001-11-30
"Shallow Hal";1452774;58029251;598;2001-11-30
"Out Cold";1008086;8577690;501;2001-11-30
"The One";217259;42518651;223;2001-11-30
"K-PAX";204470;48781170;230;2001-11-30
"Mulholland Drive";32680;5066138;380;2001-11-30
"American Pie 2";22100;144936475;170;2001-11-30
"Moulin Rouge!";11920;56878121;497;2001-11-30
"Shrek";11286;267620580;71;2001-11-30
"Jurassic Park III";10440;181069240;120;2001-11-30
"The Last Castle";5385;18103504;79;2001-11-30
"The Lord of the Rings: The Fellowship of the Ring";8008803;163871215;2384;2001-12-31
"Ocean's Eleven";4413409;132148523;1435;2001-12-31
"Jimmy Neutron: Boy Genius";3496621;45701766;1110;2001-12-31
"Harry Potter and the Sorcerer's Stone";2882000;288516174;905;2001-12-31
"A Beautiful Mind";2165625;15876796;4125;2001-12-31
"Vanilla Sky";2062000;68620000;751;2001-12-31
"Ali";1957978;36694948;800;2001-12-31
"Monsters, Inc.";1617373;237466244;951;2001-12-31
"Joe Somebody";1440673;14577095;573;2001-12-31
"The Royal Tenenbaums";1121896;9234863;3855;2001-12-31
"Behind Enemy Lines";729505;50215028;548;2001-12-31
"Not Another Teen Movie";501825;30864800;212;2001-12-31
"How High";483015;18233820;380;2001-12-31
"Spy Game";118765;60840050;250;2001-12-31
"Black Knight";54390;31507862;159;2001-12-31
"Shallow Hal";52495;68352745;142;2001-12-31
"Black Hawk Down";41468;221291;10367;2001-12-31
"K-PAX";12880;50295015;80;2001-12-31
"Mulholland Drive";12470;5588478;290;2001-12-31
"Moulin Rouge!";2476;57039601;310;2001-12-31
"Black Hawk Down";1191209;63951380;384;2002-01-31
"The Count of Monte Cristo";763212;14598971;380;2002-01-31
"A Beautiful Mind";760225;96098411;340;2002-01-31
"The Mothman Prophecies";583000;13857629;250;2002-01-31
"I Am Sam";582000;10990183;459;2002-01-31
"A Walk to Remember";577766;14489201;240;2002-01-31
"Snow Dogs";531833;40927846;218;2002-01-31
"The Lord of the Rings: The Fellowship of the Ring";504425;260569940;187;2002-01-31
"Kung Pow! Enter the Fist";269216;8248188;109;2002-01-31
"The Royal Tenenbaums";229949;42462595;230;2002-01-31
"Gosford Park";226000;16925860;299;2002-01-31
"Orange County";218000;34919494;94;2002-01-31
"Ocean's Eleven";211253;176851441;105;2002-01-31
"Brotherhood of the Wolf";156220;4875968;535;2002-01-31
"Jimmy Neutron: Boy Genius";76565;76524353;42;2002-01-31
"Monsters, Inc.";36105;250822376;58;2002-01-31
"How High";33010;30372890;65;2002-01-31
"Behind Enemy Lines";22995;57550009;46;2002-01-31
"Shallow Hal";13812;69997954;43;2002-01-31
"Mulholland Drive";11310;6464143;195;2002-01-31
"Spy Game";10360;62245810;40;2002-01-31
"Black Knight";9067;32767578;37;2002-01-31
"Joe Somebody";8000;22112569;31;2002-01-31
"Queen of the Damned";688487;18005132;274;2002-02-28
"John Q.";684000;42674645;273;2002-02-28
"Dragonfly";563555;12598055;225;2002-02-28
"A Beautiful Mind";413555;134280936;200;2002-02-28
"Return to Never Land";403696;28833489;154;2002-02-28
"Hart's War";331000;16403041;135;2002-02-28
"Super Troopers";275547;13648440;153;2002-02-28
"The Lord of the Rings: The Fellowship of the Ring";275238;284255274;182;2002-02-28
"Collateral Damage";272137;35700021;113;2002-02-28
"Black Hawk Down";266783;102373375;148;2002-02-28
"The Count of Monte Cristo";236847;45578772;175;2002-02-28
"Crossroads";236000;27143645;99;2002-02-28
"Big Fat Liar";207145;34073460;85;2002-02-28
"Snow Dogs";156107;73215944;71;2002-02-28
"A Walk to Remember";89328;38487592;68;2002-02-28
"The Royal Tenenbaums";49673;49715117;165;2002-02-28
"Brotherhood of the Wolf";29820;10358188;140;2002-02-28
"Behind Enemy Lines";12206;58600029;49;2002-02-28
"Shallow Hal";6833;70645403;47;2002-02-28
"Mulholland Drive";6750;6894793;125;2002-02-28
"How High";5695;31178740;45;2002-02-28
"Kung Pow! Enter the Fist";5574;15096505;38;2002-02-28
"Joe Somebody";5130;22681826;29;2002-02-28
"Black Knight";4224;33285536;33;2002-02-28
"Panic Room";7165000;30056751;2347;2002-03-31
"Ice Age";4155924;116862514;1247;2002-03-31
"The Rookie";4008350;16021684;1596;2002-03-31
"Blade II";3585000;54921131;1324;2002-03-31
"Clockstoppers";2214000;10108333;872;2002-03-31
"E.T. (20th Anniversary)";1518535;24294365;505;2002-03-31
"Death to Smoochy";1028431;4266463;475;2002-03-31
"We Were Soldiers";963000;67601100;471;2002-03-31
"A Beautiful Mind";951635;160844681;610;2002-03-31
"Showtime";940211;33300131;405;2002-03-31
"Resident Evil";861351;34386355;449;2002-03-31
"The Time Machine";623090;52648064;356;2002-03-31
"The Lord of the Rings: The Fellowship of the Ring";592907;301308405;529;2002-03-31
"Sorority Boys";565717;8067440;314;2002-03-31
"Kissing Jessica Stein";200376;2012420;1530;2002-03-31
"Return to Never Land";70249;47242312;90;2002-03-31
"A Walk to Remember";39545;40729890;184;2002-03-31
"Big Fat Liar";31290;47603740;105;2002-03-31
"Dragonfly";29715;29913980;135;2002-03-31
"Queen of the Damned";16356;30004445;111;2002-03-31
"Collateral Damage";15140;39570497;128;2002-03-31
"Super Troopers";10475;18313218;134;2002-03-31
"Harrison's Flowers";8640;1822680;135;2002-03-31
"Mulholland Drive";5120;7163028;320;2002-03-31
"Kung Pow! Enter the Fist";2912;15989787;108;2002-03-31
"Brotherhood of the Wolf";2160;10862268;135;2002-03-31
"Black Knight";908;33422806;91;2002-03-31
"Shallow Hal";611;70836296;87;2002-03-31
"Behind Enemy Lines";258;58855732;52;2002-03-31
"Joe Somebody";97;22770864;32;2002-03-31
"The Scorpion King";1052125;63402035;305;2002-04-30
"Changing Lanes";588000;45723642;223;2002-04-30
"Murder by Numbers";524169;19341193;197;2002-04-30
"Life, or Something Like It";425073;7035646;163;2002-04-30
"Jason X";333000;7364006;177;2002-04-30
"Panic Room";312000;88332590;127;2002-04-30
"The Sweetest Thing";288627;21796990;136;2002-04-30
"The Rookie";250658;61280718;99;2002-04-30
"High Crimes";236991;35535730;115;2002-04-30
"Ice Age";214856;166251936;83;2002-04-30
"The Lord of the Rings: The Fellowship of the Ring";67833;308206809;128;2002-04-30
"A Beautiful Mind";53210;169445791;85;2002-04-30
"Kissing Jessica Stein";41102;5689025;170;2002-04-30
"The Time Machine";24005;56119710;80;2002-04-30
"E.T. (20th Anniversary)";23250;34780645;35;2002-04-30
"The Salton Sea";17817;202424;1188;2002-04-30
"Death to Smoochy";7400;8322134;48;2002-04-30
"Showtime";6376;37528712;48;2002-04-30
"Queen of the Damned";5451;30268538;55;2002-04-30
"Collateral Damage";4360;40056170;50;2002-04-30
"A Walk to Remember";3356;41233588;47;2002-04-30
"Super Troopers";1178;18490641;74;2002-04-30
"Brotherhood of the Wolf";385;10926473;55;2002-04-30
"Mulholland Drive";275;7217533;55;2002-04-30
"The Sum of All Fears";10051137;10051137;3158;2002-05-31
"Star Wars: Episode II - Attack of the Clones";5363111;216685058;1697;2002-05-31
"Spider-Man";3715569;343221702;1019;2002-05-31
"Undercover Brother";3651395;3651395;1685;2002-05-31
"Spirit: Stallion of the Cimarron";2780958;30227233;827;2002-05-31
"Insomnia";2779479;34446960;1065;2002-05-31
"Enough";2072676;22413113;790;2002-05-31
"About a Boy";1211640;24931220;690;2002-05-31
"Unfaithful";817912;43549650;481;2002-05-31
"The New Guy";434484;25837499;259;2002-05-31
"The Scorpion King";172960;88455460;230;2002-05-31
"The Rookie";89977;72302746;207;2002-05-31
"The Lord of the Rings: The Fellowship of the Ring";58334;310886798;225;2002-05-31
"Ice Age";57946;173279441;157;2002-05-31
"High Crimes";37948;40879534;175;2002-05-31
"Murder by Numbers";37663;31225826;174;2002-05-31
"Kissing Jessica Stein";16914;6639429;242;2002-05-31
"Life, or Something Like It";12258;14330412;135;2002-05-31
"The Salton Sea";3935;644315;328;2002-05-31
"Mr. Deeds";10072224;37162787;3117;2002-06-30
"Minority Report";6611526;73424800;2203;2002-06-30
"Lilo & Stitch";6509816;77086002;2020;2002-06-30
"Scooby-Doo";3684612;123950021;1069;2002-06-30
